"SubID","hsg","blk","hsp","nonint","mhs","mcol","fhs","fcol","adjinc","urb","empl","unem80","wtest","age"
"921",1,0,0,0,0,0,0,0,0.4919,1,1,7,-1.201,21
"923",1,1,0,1,0,0,0,0,0.3402,1,0,10.2,-1.027,20
"924",1,0,1,1,0,0,0,0,0.3394,1,0,10.2,-0.407,22
"925",1,0,1,1,0,0,1,0,0.2187,1,0,10.2,-0.204,22
"926",1,0,1,1,0,1,1,0,0.55,1,1,6.9,-0.666,22
"927",0,0,1,0,0,0,0,0,0.189,0,0,10.2,-0.983,21
"928",0,0,1,1,0,0,0,0,0.2606,0,1,6.9,0.329,22
"929",0,0,0,0,0,0,0,0,0.6722,1,0,9.2,-1.545,20
"930",1,0,0,0,1,0,1,0,1.2,1,2,6.1,0.84,20
"931",1,0,0,0,0,0,1,0,0.8165,1,0,6.1,-0.234,21
"932",1,0,0,0,1,0,0,0,0.9,1,2,4.8,0.607,21
"933",1,1,0,1,0,1,0,1,0.2713,1,2,14.3,1.346,21
"934",1,1,0,1,0,1,1,0,0.4472,1,2,14.3,-0.612,21
"936",1,0,0,0,1,0,1,0,0.855,0,2,6.3,-0.172,21
"937",1,0,0,0,1,0,1,0,1,1,1,6.9,0.919,22
"938",1,0,0,1,0,1,0,0,0.8497,1,0,10.8,-1.259,20
"939",1,1,0,1,0,1,0,0,0.35,1,1,10.8,-0.162,22
"940",1,1,0,0,1,0,1,0,0.378,1,0,5.6,-1.116,22
"941",1,0,1,0,0,0,0,0,0.6532,1,0,5,-0.929,21
"942",1,0,0,0,1,0,1,0,0.805,1,0,7.8,0.642,22
"943",1,0,0,0,1,0,0,1,0.6708,1,1,6.9,-0.161,21
"944",1,0,0,1,0,0,0,1,0.8,1,1,8.3,1.405,22
"945",1,0,0,0,0,1,0,1,1.3002,0,1,5.6,0.917,22
"947",1,0,0,0,1,0,0,0,0.4899,0,2,11.1,-0.506,21
"948",1,0,0,0,0,0,0,0,0.4041,0,2,8.7,0.127,21
"949",1,0,1,0,0,0,0,0,0.0302,1,2,11.3,-1.174,20
"950",0,1,0,0,0,0,0,0,0.3266,0,2,4.8,-1.483,22
"951",1,0,0,0,0,1,0,1,1.4289,1,2,5.8,0.348,22
"952",1,0,1,1,0,0,0,1,0.2009,1,1,9.2,-1.101,21
"953",0,0,0,0,0,1,1,0,1.0607,1,2,6.3,0.277,22
"956",1,0,0,0,1,0,0,1,1.3461,1,2,5.9,0.695,22
"958",1,0,0,0,0,0,1,0,0.25,0,0,6.3,-0.472,21
"959",0,0,0,1,0,0,0,0,0.2858,1,1,7.8,-1.68,22
"960",1,0,0,1,0,1,0,1,0.75,1,1,7,1.142,22
"961",1,0,0,0,1,0,1,0,1,1,0,6.6,0.356,21
"962",1,0,0,0,0,1,0,1,0.85,1,2,12.9,0.516,21
"963",1,0,0,0,1,0,0,0,0.3879,1,0,12.9,0.27,21
"964",1,0,0,0,1,0,1,0,1.3238,1,1,3,0.244,21
"965",1,0,0,0,0,1,0,1,0.6124,0,0,13.4,0.76,20
"966",1,0,0,0,1,0,1,0,0.6899,0,2,10.7,0.115,20
"967",1,0,0,0,0,1,0,1,1.3,0,2,4.9,1.001,21
"968",1,1,0,0,0,0,1,0,0.7348,1,2,6,-0.341,20
"969",0,0,0,0,0,0,0,0,0.5307,1,1,6,-0.568,21
"971",0,0,0,1,0,1,0,0,0.1541,1,1,8.4,-0.907,20
"972",1,1,0,0,0,0,1,0,0.3843,0,1,6.9,-1.727,21
"973",1,1,0,0,0,0,0,0,0.7603,1,2,6.3,-1.358,21
"974",1,1,0,1,1,0,1,0,1.0451,1,0,5.1,0.088,21
"976",1,0,1,0,0,0,0,0,0.6,1,2,6,-1.203,22
"977",1,0,0,0,1,0,1,0,0.3578,1,2,3.7,1.501,22
"978",1,0,1,1,0,0,0,0,0.4025,1,1,6.9,-0.299,22
